HR,time
150.0,95004.0
150.0,95006.0
151.0,95008.0
152.0,95010.0
154.0,95012.0
155.0,95014.0
156.0,95016.0
156.0,95018.0
152.0,95020.0
149.0,95022.0
147.0,95024.0
146.0,95026.0
148.0,95028.0
149.0,95030.0
151.0,95032.0
152.0,95034.0
154.0,95036.0
156.0,95038.0
158.0,95040.0
159.0,95042.0
159.0,95044.0
159.0,95046.0
158.0,95048.0
159.0,95050.0
159.0,95052.0
159.0,95054.0
158.0,95056.0
155.0,95058.0
151.0,95060.0
149.0,95062.0
146.0,95064.0
145.0,95066.0
144.0,95068.0
144.0,95070.0
144.0,95072.0
147.0,95074.0
149.0,95076.0
152.0,95078.0
153.0,95080.0
153.0,95082.0
155.0,95084.0
155.0,95086.0
156.0,95088.0
157.0,95090.0
157.0,95092.0
159.0,95094.0
159.0,95096.0
157.0,95098.0
156.0,95100.0
155.0,95102.0
154.0,95104.0
154.0,95106.0
153.0,95108.0
153.0,95110.0
153.0,95112.0
152.0,95114.0
152.0,95116.0
151.0,95118.0
152.0,95120.0
152.0,95122.0
151.0,95124.0
150.0,95126.0
149.0,95128.0
148.0,95130.0
147.0,95132.0
146.0,95134.0
146.0,95136.0
145.0,95138.0
145.0,95140.0
145.0,95142.0
145.0,95144.0
145.0,95146.0
145.0,95148.0
145.0,95150.0
145.0,95152.0
145.0,95154.0
146.0,95156.0
148.0,95158.0
149.0,95160.0
150.0,95162.0
150.0,95164.0
150.0,95166.0
150.0,95168.0
150.0,95170.0
150.0,95172.0
150.0,95174.0
150.0,95176.0
150.0,95178.0
150.0,95180.0
150.0,95182.0
150.0,95184.0
150.0,95186.0
150.0,95188.0
150.0,95190.0
150.0,95192.0
150.0,95194.0
150.0,95196.0
150.0,95198.0
150.0,95200.0
150.0,95202.0
150.0,95204.0
151.0,95206.0
150.0,95208.0
149.0,95210.0
149.0,95212.0
150.0,95214.0
150.0,95216.0
151.0,95218.0
151.0,95220.0
152.0,95222.0
152.0,95224.0
152.0,95226.0
153.0,95228.0
154.0,95230.0
154.0,95232.0
153.0,95234.0
153.0,95236.0
153.0,95238.0
152.0,95240.0
151.0,95242.0
151.0,95244.0
151.0,95246.0
151.0,95248.0
152.0,95250.0
152.0,95252.0
152.0,95254.0
153.0,95256.0
153.0,95258.0
153.0,95260.0
154.0,95262.0
154.0,95264.0
155.0,95266.0
154.0,95268.0
153.0,95270.0
152.0,95272.0
150.0,95274.0
148.0,95276.0
147.0,95278.0
146.0,95280.0
146.0,95282.0
146.0,95284.0
146.0,95286.0
146.0,95288.0
145.0,95290.0
145.0,95292.0
145.0,95294.0
145.0,95296.0
145.0,95298.0
145.0,95300.0
145.0,95302.0
145.0,95304.0
147.0,95306.0
147.0,95308.0
148.0,95310.0
147.0,95312.0
147.0,95314.0
147.0,95316.0
148.0,95318.0
148.0,95320.0
148.0,95322.0
147.0,95324.0
147.0,95326.0
148.0,95328.0
149.0,95330.0
150.0,95332.0
151.0,95334.0
151.0,95336.0
151.0,95338.0
151.0,95340.0
151.0,95342.0
152.0,95344.0
151.0,95346.0
151.0,95348.0
150.0,95350.0
150.0,95352.0
150.0,95354.0
150.0,95356.0
150.0,95358.0
150.0,95360.0
150.0,95362.0
150.0,95364.0
150.0,95366.0
150.0,95368.0
150.0,95370.0
150.0,95372.0
151.0,95374.0
151.0,95376.0
151.0,95378.0
151.0,95380.0
150.0,95382.0
150.0,95384.0
151.0,95386.0
151.0,95388.0
151.0,95390.0
151.0,95392.0
151.0,95394.0
150.0,95396.0
149.0,95398.0
148.0,95400.0
147.0,95402.0
147.0,95404.0
146.0,95406.0
146.0,95408.0
145.0,95410.0
145.0,95412.0
144.0,95414.0
145.0,95416.0
146.0,95418.0
147.0,95420.0
149.0,95422.0
150.0,95424.0
151.0,95426.0
150.0,95428.0
149.0,95430.0
149.0,95432.0
149.0,95434.0
149.0,95436.0
149.0,95438.0
148.0,95440.0
148.0,95442.0
147.0,95444.0
146.0,95446.0
146.0,95448.0
146.0,95450.0
146.0,95452.0
146.0,95454.0
146.0,95456.0
145.0,95458.0
145.0,95460.0
144.0,95462.0
144.0,95464.0
144.0,95466.0
144.0,95468.0
144.0,95470.0
144.0,95472.0
144.0,95474.0
144.0,95476.0
145.0,95478.0
147.0,95480.0
147.0,95482.0
148.0,95484.0
148.0,95486.0
149.0,95488.0
150.0,95490.0
151.0,95492.0
150.0,95494.0
150.0,95496.0
150.0,95498.0
150.0,95500.0
150.0,95502.0
150.0,95504.0
150.0,95506.0
150.0,95508.0
149.0,95510.0
148.0,95512.0
147.0,95514.0
146.0,95516.0
145.0,95518.0
145.0,95520.0
144.0,95522.0
145.0,95524.0
145.0,95526.0
145.0,95528.0
145.0,95530.0
145.0,95532.0
146.0,95534.0
148.0,95536.0
149.0,95538.0
150.0,95540.0
150.0,95542.0
150.0,95544.0
150.0,95546.0
150.0,95548.0
150.0,95550.0
150.0,95552.0
150.0,95554.0
150.0,95556.0
149.0,95558.0
148.0,95560.0
148.0,95562.0
147.0,95564.0
147.0,95566.0
146.0,95568.0
146.0,95570.0
146.0,95572.0
146.0,95574.0
146.0,95576.0
146.0,95578.0
147.0,95580.0
148.0,95582.0
149.0,95584.0
150.0,95586.0
150.0,95588.0
151.0,95590.0
151.0,95592.0
150.0,95594.0
150.0,95596.0
149.0,95598.0
148.0,95600.0
147.0,95602.0
147.0,95604.0
146.0,95606.0
146.0,95608.0
146.0,95610.0
145.0,95612.0
145.0,95614.0
144.0,95616.0
144.0,95618.0
144.0,95620.0
143.0,95622.0
141.0,95624.0
141.0,95626.0
141.0,95628.0
142.0,95630.0
142.0,95632.0
143.0,95634.0
144.0,95636.0
144.0,95638.0
146.0,95640.0
147.0,95642.0
146.0,95644.0
146.0,95646.0
146.0,95648.0
146.0,95650.0
146.0,95652.0
145.0,95654.0
145.0,95656.0
145.0,95658.0
146.0,95660.0
147.0,95662.0
148.0,95664.0
148.0,95666.0
149.0,95668.0
149.0,95670.0
149.0,95672.0
148.0,95674.0
147.0,95676.0
148.0,95678.0
148.0,95680.0
148.0,95682.0
149.0,95684.0
149.0,95686.0
149.0,95688.0
149.0,95690.0
149.0,95692.0
149.0,95694.0
150.0,95696.0
151.0,95698.0
151.0,95700.0
152.0,95702.0
152.0,95704.0
153.0,95706.0
153.0,95708.0
153.0,95710.0
154.0,95712.0
153.0,95714.0
151.0,95716.0
150.0,95718.0
149.0,95720.0
149.0,95722.0
149.0,95724.0
149.0,95726.0
149.0,95728.0
149.0,95730.0
149.0,95732.0
149.0,95734.0
149.0,95736.0
150.0,95738.0
151.0,95740.0
151.0,95742.0
152.0,95744.0
150.0,95746.0
149.0,95748.0
148.0,95750.0
147.0,95752.0
146.0,95754.0
145.0,95756.0
145.0,95758.0
144.0,95760.0
144.0,95762.0
144.0,95764.0
145.0,95766.0
145.0,95768.0
146.0,95770.0
146.0,95772.0
146.0,95774.0
146.0,95776.0
145.0,95778.0
145.0,95780.0
144.0,95782.0
145.0,95784.0
145.0,95786.0
145.0,95788.0
145.0,95790.0
145.0,95792.0
145.0,95794.0
145.0,95796.0
146.0,95798.0
147.0,95800.0
147.0,95802.0
148.0,95804.0
148.0,95806.0
149.0,95808.0
150.0,95810.0
150.0,95812.0
151.0,95814.0
152.0,95816.0
153.0,95818.0
153.0,95820.0
153.0,95822.0
152.0,95824.0
151.0,95826.0
151.0,95828.0
150.0,95830.0
150.0,95832.0
151.0,95834.0
151.0,95836.0
152.0,95838.0
151.0,95840.0
151.0,95842.0
149.0,95844.0
148.0,95846.0
148.0,95848.0
147.0,95850.0
147.0,95852.0
146.0,95854.0
145.0,95856.0
145.0,95858.0
145.0,95860.0
145.0,95862.0
146.0,95864.0
147.0,95866.0
149.0,95868.0
150.0,95870.0
151.0,95872.0
150.0,95874.0
150.0,95876.0
150.0,95878.0
150.0,95880.0
149.0,95882.0
148.0,95884.0
147.0,95886.0
147.0,95888.0
148.0,95890.0
149.0,95892.0
150.0,95894.0
151.0,95896.0
151.0,95898.0
151.0,95900.0
150.0,95902.0
149.0,95904.0
148.0,95906.0
148.0,95908.0
148.0,95910.0
149.0,95912.0
148.0,95914.0
147.0,95916.0
147.0,95918.0
147.0,95920.0
148.0,95922.0
148.0,95924.0
149.0,95926.0
148.0,95928.0
147.0,95930.0
147.0,95932.0
147.0,95934.0
146.0,95936.0
145.0,95938.0
145.0,95940.0
144.0,95942.0
144.0,95944.0
144.0,95946.0
145.0,95948.0
145.0,95950.0
145.0,95952.0
146.0,95954.0
147.0,95956.0
147.0,95958.0
148.0,95960.0
147.0,95962.0
147.0,95964.0
146.0,95966.0
146.0,95968.0
146.0,95970.0
145.0,95972.0
144.0,95974.0
144.0,95976.0
144.0,95978.0
144.0,95980.0
144.0,95982.0
144.0,95984.0
144.0,95986.0
144.0,95988.0
144.0,95990.0
144.0,95992.0
145.0,95994.0
145.0,95996.0
145.0,95998.0
145.0,96000.0
145.0,96002.0
145.0,96004.0
145.0,96006.0
145.0,96008.0
145.0,96010.0
146.0,96012.0
148.0,96014.0
150.0,96016.0
150.0,96018.0
150.0,96020.0
148.0,96022.0
146.0,96024.0
145.0,96026.0
145.0,96028.0
144.0,96030.0
144.0,96032.0
144.0,96034.0
144.0,96036.0
143.0,96038.0
142.0,96040.0
142.0,96042.0
141.0,96044.0
141.0,96046.0
141.0,96048.0
141.0,96050.0
141.0,96052.0
141.0,96054.0
141.0,96056.0
141.0,96058.0
141.0,96060.0
141.0,96062.0
141.0,96064.0
140.0,96066.0
139.0,96068.0
140.0,96070.0
141.0,96072.0
142.0,96074.0
143.0,96076.0
143.0,96078.0
143.0,96080.0
143.0,96082.0
143.0,96084.0
143.0,96086.0
144.0,96088.0
144.0,96090.0
145.0,96092.0
145.0,96094.0
145.0,96096.0
145.0,96098.0
145.0,96100.0
147.0,96102.0
147.0,96104.0
148.0,96106.0
148.0,96108.0
149.0,96110.0
149.0,96112.0
150.0,96114.0
152.0,96116.0
153.0,96118.0
153.0,96120.0
152.0,96122.0
152.0,96124.0
150.0,96126.0
148.0,96128.0
147.0,96130.0
146.0,96132.0
146.0,96134.0
147.0,96136.0
148.0,96138.0
150.0,96140.0
150.0,96142.0
152.0,96144.0
153.0,96146.0
155.0,96148.0
156.0,96150.0
156.0,96152.0
154.0,96154.0
153.0,96156.0
152.0,96158.0
151.0,96160.0
151.0,96162.0
150.0,96164.0
150.0,96166.0
150.0,96168.0
150.0,96170.0
150.0,96172.0
149.0,96174.0
148.0,96176.0
147.0,96178.0
147.0,96180.0
147.0,96182.0
148.0,96184.0
148.0,96186.0
148.0,96188.0
149.0,96190.0
149.0,96192.0
149.0,96194.0
149.0,96196.0
149.0,96198.0
150.0,96200.0
151.0,96202.0
151.0,96204.0
151.0,96206.0
152.0,96208.0
152.0,96210.0
152.0,96212.0
151.0,96214.0
151.0,96216.0
149.0,96218.0
148.0,96220.0
148.0,96222.0
147.0,96224.0
147.0,96226.0
146.0,96228.0
146.0,96230.0
147.0,96232.0
146.0,96234.0
146.0,96236.0
146.0,96238.0
146.0,96240.0
146.0,96242.0
146.0,96244.0
146.0,96246.0
146.0,96248.0
147.0,96250.0
148.0,96252.0
148.0,96254.0
148.0,96256.0
149.0,96258.0
148.0,96260.0
148.0,96262.0
148.0,96264.0
149.0,96266.0
149.0,96268.0
148.0,96270.0
147.0,96272.0
147.0,96274.0
147.0,96276.0
147.0,96278.0
148.0,96280.0
148.0,96282.0
149.0,96284.0
148.0,96286.0
147.0,96288.0
147.0,96290.0
147.0,96292.0
147.0,96294.0
146.0,96296.0
146.0,96298.0
146.0,96300.0
147.0,96302.0
148.0,96304.0
148.0,96306.0
147.0,96308.0
146.0,96310.0
146.0,96312.0
147.0,96314.0
148.0,96316.0
148.0,96318.0
148.0,96320.0
147.0,96322.0
147.0,96324.0
148.0,96326.0
149.0,96328.0
150.0,96330.0
151.0,96332.0
151.0,96334.0
151.0,96336.0
151.0,96338.0
152.0,96340.0
153.0,96342.0
154.0,96344.0
154.0,96346.0
154.0,96348.0
153.0,96350.0
152.0,96352.0
152.0,96354.0
150.0,96356.0
148.0,96358.0
147.0,96360.0
146.0,96362.0
146.0,96364.0
146.0,96366.0
146.0,96368.0
147.0,96370.0
147.0,96372.0
148.0,96374.0
148.0,96376.0
148.0,96378.0
148.0,96380.0
147.0,96382.0
147.0,96384.0
148.0,96386.0
148.0,96388.0
148.0,96390.0
147.0,96392.0
147.0,96394.0
146.0,96396.0
146.0,96398.0
146.0,96400.0
146.0,96402.0
147.0,96404.0
148.0,96406.0
148.0,96408.0
147.0,96410.0
147.0,96412.0
146.0,96414.0
147.0,96416.0
148.0,96418.0
149.0,96420.0
150.0,96422.0
151.0,96424.0
152.0,96426.0
153.0,96428.0
155.0,96430.0
156.0,96432.0
157.0,96434.0
158.0,96436.0
158.0,96438.0
158.0,96440.0
157.0,96442.0
156.0,96444.0
154.0,96446.0
153.0,96448.0
152.0,96450.0
151.0,96452.0
151.0,96454.0
151.0,96456.0
152.0,96458.0
152.0,96460.0
152.0,96462.0
152.0,96464.0
152.0,96466.0
152.0,96468.0
153.0,96470.0
153.0,96472.0
154.0,96474.0
154.0,96476.0
154.0,96478.0
153.0,96480.0
153.0,96482.0
153.0,96484.0
153.0,96486.0
153.0,96488.0
153.0,96490.0
153.0,96492.0
153.0,96494.0
153.0,96496.0
154.0,96498.0
154.0,96500.0
155.0,96502.0
155.0,96504.0
155.0,96506.0
154.0,96508.0
154.0,96510.0
154.0,96512.0
155.0,96514.0
155.0,96516.0
155.0,96518.0
154.0,96520.0
154.0,96522.0
153.0,96524.0
153.0,96526.0
153.0,96528.0
153.0,96530.0
153.0,96532.0
153.0,96534.0
153.0,96536.0
153.0,96538.0
153.0,96540.0
153.0,96542.0
153.0,96544.0
153.0,96546.0
153.0,96548.0
154.0,96550.0
153.0,96552.0
153.0,96554.0
153.0,96556.0
153.0,96558.0
152.0,96560.0
152.0,96562.0
152.0,96564.0
153.0,96566.0
154.0,96568.0
154.0,96570.0
153.0,96572.0
152.0,96574.0
152.0,96576.0
151.0,96578.0
151.0,96580.0
152.0,96582.0
152.0,96584.0
151.0,96586.0
151.0,96588.0
150.0,96590.0
150.0,96592.0
150.0,96594.0
150.0,96596.0
150.0,96598.0
151.0,96600.0
152.0,96602.0
153.0,96604.0
154.0,96606.0
155.0,96608.0
156.0,96610.0
157.0,96612.0
158.0,96614.0
157.0,96616.0
156.0,96618.0
155.0,96620.0
153.0,96622.0
151.0,96624.0
149.0,96626.0
148.0,96628.0
147.0,96630.0
146.0,96632.0
145.0,96634.0
145.0,96636.0
144.0,96638.0
144.0,96640.0
144.0,96642.0
144.0,96644.0
144.0,96646.0
144.0,96648.0
145.0,96650.0
145.0,96652.0
145.0,96654.0
145.0,96656.0
145.0,96658.0
144.0,96660.0
144.0,96662.0
144.0,96664.0
144.0,96666.0
144.0,96668.0
145.0,96670.0
145.0,96672.0
145.0,96674.0
145.0,96676.0
145.0,96678.0
145.0,96680.0
145.0,96682.0
145.0,96684.0
145.0,96686.0
145.0,96688.0
146.0,96690.0
147.0,96692.0
146.0,96694.0
146.0,96696.0
146.0,96698.0
146.0,96700.0
146.0,96702.0
146.0,96704.0
146.0,96706.0
146.0,96708.0
146.0,96710.0
146.0,96712.0
146.0,96714.0
146.0,96716.0
146.0,96718.0
146.0,96720.0
146.0,96722.0
145.0,96724.0
145.0,96726.0
144.0,96728.0
144.0,96730.0
144.0,96732.0
144.0,96734.0
145.0,96736.0
145.0,96738.0
145.0,96740.0
145.0,96742.0
145.0,96744.0
145.0,96746.0
145.0,96748.0
145.0,96750.0
145.0,96752.0
145.0,96754.0
145.0,96756.0
145.0,96758.0
145.0,96760.0
145.0,96762.0
145.0,96764.0
145.0,96766.0
145.0,96768.0
145.0,96770.0
145.0,96772.0
146.0,96774.0
148.0,96776.0
149.0,96778.0
150.0,96780.0
151.0,96782.0
151.0,96784.0
152.0,96786.0
153.0,96788.0
154.0,96790.0
154.0,96792.0
154.0,96794.0
153.0,96796.0
153.0,96798.0
153.0,96800.0
153.0,96802.0
153.0,96804.0
153.0,96806.0
153.0,96808.0
153.0,96810.0
152.0,96812.0
152.0,96814.0
153.0,96816.0
153.0,96818.0
155.0,96820.0
156.0,96822.0
157.0,96824.0
158.0,96826.0
158.0,96828.0
158.0,96830.0
157.0,96832.0
155.0,96834.0
153.0,96836.0
151.0,96838.0
149.0,96840.0
147.0,96842.0
145.0,96844.0
144.0,96846.0
143.0,96848.0
142.0,96850.0
142.0,96852.0
141.0,96854.0
141.0,96856.0
141.0,96858.0
141.0,96860.0
141.0,96862.0
142.0,96864.0
143.0,96866.0
145.0,96868.0
146.0,96870.0
146.0,96872.0
146.0,96874.0
146.0,96876.0
146.0,96878.0
146.0,96880.0
146.0,96882.0
147.0,96884.0
148.0,96886.0
148.0,96888.0
148.0,96890.0
149.0,96892.0
149.0,96894.0
149.0,96896.0
150.0,96898.0
151.0,96900.0
151.0,96902.0
151.0,96904.0
149.0,96906.0
148.0,96908.0
148.0,96910.0
148.0,96912.0
149.0,96914.0
149.0,96916.0
149.0,96918.0
149.0,96920.0
150.0,96922.0
151.0,96924.0
151.0,96926.0
151.0,96928.0
151.0,96930.0
150.0,96932.0
149.0,96934.0
148.0,96936.0
147.0,96938.0
147.0,96940.0
146.0,96942.0
146.0,96944.0
145.0,96946.0
145.0,96948.0
144.0,96950.0
144.0,96952.0
144.0,96954.0
144.0,96956.0
145.0,96958.0
145.0,96960.0
145.0,96962.0
145.0,96964.0
145.0,96966.0
144.0,96968.0
144.0,96970.0
144.0,96972.0
144.0,96974.0
144.0,96976.0
144.0,96978.0
144.0,96980.0
144.0,96982.0
144.0,96984.0
144.0,96986.0
145.0,96988.0
146.0,96990.0
147.0,96992.0
149.0,96994.0
150.0,96996.0
150.0,96998.0
150.0,97000.0
150.0,97002.0
151.0,97004.0
151.0,97006.0
152.0,97008.0
153.0,97010.0
154.0,97012.0
154.0,97014.0
153.0,97016.0
153.0,97018.0
154.0,97020.0
154.0,97022.0
155.0,97024.0
156.0,97026.0
157.0,97028.0
158.0,97030.0
158.0,97032.0
157.0,97034.0
157.0,97036.0
155.0,97038.0
155.0,97040.0
154.0,97042.0
154.0,97044.0
154.0,97046.0
154.0,97048.0
153.0,97050.0
153.0,97052.0
153.0,97054.0
152.0,97056.0
150.0,97058.0
148.0,97060.0
147.0,97062.0
148.0,97064.0
148.0,97066.0
148.0,97068.0
148.0,97070.0
147.0,97072.0
149.0,97074.0
150.0,97076.0
151.0,97078.0
151.0,97080.0
150.0,97082.0
149.0,97084.0
147.0,97086.0
146.0,97088.0
146.0,97090.0
146.0,97092.0
147.0,97094.0
148.0,97096.0
148.0,97098.0
148.0,97100.0
148.0,97102.0
147.0,97104.0
147.0,97106.0
146.0,97108.0
146.0,97110.0
146.0,97112.0
146.0,97114.0
147.0,97116.0
148.0,97118.0
148.0,97120.0
148.0,97122.0
148.0,97124.0
147.0,97126.0
147.0,97128.0
148.0,97130.0
150.0,97132.0
152.0,97134.0
154.0,97136.0
155.0,97138.0
155.0,97140.0
156.0,97142.0
157.0,97144.0
158.0,97146.0
158.0,97148.0
158.0,97150.0
156.0,97152.0
155.0,97154.0
154.0,97156.0
154.0,97158.0
153.0,97160.0
153.0,97162.0
153.0,97164.0
153.0,97166.0
153.0,97168.0
153.0,97170.0
152.0,97172.0
151.0,97174.0
151.0,97176.0
150.0,97178.0
148.0,97180.0
148.0,97182.0
147.0,97184.0
147.0,97186.0
147.0,97188.0
148.0,97190.0
149.0,97192.0
151.0,97194.0
152.0,97196.0
153.0,97198.0
154.0,97200.0
153.0,97202.0
153.0,97204.0
153.0,97206.0
153.0,97208.0
154.0,97210.0
154.0,97212.0
155.0,97214.0
155.0,97216.0
155.0,97218.0
155.0,97220.0
154.0,97222.0
154.0,97224.0
153.0,97226.0
153.0,97228.0
152.0,97230.0
151.0,97232.0
151.0,97234.0
150.0,97236.0
150.0,97238.0
150.0,97240.0
150.0,97242.0
149.0,97244.0
148.0,97246.0
147.0,97248.0
146.0,97250.0
147.0,97252.0
148.0,97254.0
150.0,97256.0
152.0,97258.0
153.0,97260.0
154.0,97262.0
154.0,97264.0
153.0,97266.0
153.0,97268.0
151.0,97270.0
150.0,97272.0
148.0,97274.0
148.0,97276.0
147.0,97278.0
147.0,97280.0
146.0,97282.0
146.0,97284.0
147.0,97286.0
148.0,97288.0
148.0,97290.0
148.0,97292.0
147.0,97294.0
146.0,97296.0
145.0,97298.0
145.0,97300.0
144.0,97302.0
144.0,97304.0
143.0,97306.0
142.0,97308.0
143.0,97310.0
143.0,97312.0
143.0,97314.0
144.0,97316.0
145.0,97318.0
146.0,97320.0
147.0,97322.0
146.0,97324.0
146.0,97326.0
146.0,97328.0
145.0,97330.0
144.0,97332.0
143.0,97334.0
142.0,97336.0
142.0,97338.0
142.0,97340.0
141.0,97342.0
140.0,97344.0
140.0,97346.0
139.0,97348.0
139.0,97350.0
140.0,97352.0
140.0,97354.0
140.0,97356.0
141.0,97358.0
141.0,97360.0
142.0,97362.0
142.0,97364.0
142.0,97366.0
142.0,97368.0
143.0,97370.0
144.0,97372.0
144.0,97374.0
143.0,97376.0
142.0,97378.0
142.0,97380.0
142.0,97382.0
142.0,97384.0
143.0,97386.0
143.0,97388.0
144.0,97390.0
145.0,97392.0
146.0,97394.0
147.0,97396.0
147.0,97398.0
146.0,97400.0
146.0,97402.0
145.0,97404.0
144.0,97406.0
144.0,97408.0
144.0,97410.0
146.0,97412.0
148.0,97414.0
149.0,97416.0
149.0,97418.0
149.0,97420.0
149.0,97422.0
150.0,97424.0
151.0,97426.0
151.0,97428.0
152.0,97430.0
152.0,97432.0
153.0,97434.0
154.0,97436.0
156.0,97438.0
157.0,97440.0
157.0,97442.0
156.0,97444.0
155.0,97446.0
154.0,97448.0
154.0,97450.0
153.0,97452.0
153.0,97454.0
153.0,97456.0
152.0,97458.0
151.0,97460.0
148.0,97462.0
146.0,97464.0
143.0,97466.0
142.0,97468.0
141.0,97470.0
141.0,97472.0
141.0,97474.0
141.0,97476.0
141.0,97478.0
141.0,97480.0
139.0,97482.0
138.0,97484.0
137.0,97486.0
137.0,97488.0
136.0,97490.0
135.0,97492.0
134.0,97494.0
134.0,97496.0
134.0,97498.0
134.0,97500.0
135.0,97502.0
137.0,97504.0
138.0,97506.0
140.0,97508.0
141.0,97510.0
141.0,97512.0
142.0,97514.0
145.0,97516.0
147.0,97518.0
148.0,97520.0
150.0,97522.0
150.0,97524.0
150.0,97526.0
149.0,97528.0
148.0,97530.0
147.0,97532.0
146.0,97534.0
146.0,97536.0
146.0,97538.0
147.0,97540.0
147.0,97542.0
148.0,97544.0
148.0,97546.0
149.0,97548.0
150.0,97550.0
151.0,97552.0
151.0,97554.0
152.0,97556.0
152.0,97558.0
152.0,97560.0
152.0,97562.0
153.0,97564.0
154.0,97566.0
154.0,97568.0
155.0,97570.0
156.0,97572.0
157.0,97574.0
159.0,97576.0
159.0,97578.0
158.0,97580.0
158.0,97582.0
157.0,97584.0
156.0,97586.0
157.0,97588.0
158.0,97590.0
159.0,97592.0
159.0,97594.0
160.0,97596.0
160.0,97598.0
158.0,97600.0
157.0,97602.0
156.0,97604.0
155.0,97606.0
154.0,97608.0
154.0,97610.0
154.0,97612.0
155.0,97614.0
155.0,97616.0
155.0,97618.0
155.0,97620.0
155.0,97622.0
155.0,97624.0
155.0,97626.0
155.0,97628.0
155.0,97630.0
155.0,97632.0
155.0,97634.0
155.0,97636.0
154.0,97638.0
152.0,97640.0
149.0,97642.0
150.0,97644.0
150.0,97646.0
151.0,97648.0
151.0,97650.0
150.0,97652.0
150.0,97654.0
150.0,97656.0
151.0,97658.0
151.0,97660.0
151.0,97662.0
151.0,97664.0
149.0,97666.0
149.0,97668.0
150.0,97670.0
150.0,97672.0
151.0,97674.0
152.0,97676.0
153.0,97678.0
154.0,97680.0
154.0,97682.0
152.0,97684.0
150.0,97686.0
149.0,97688.0
149.0,97690.0
149.0,97692.0
149.0,97694.0
149.0,97696.0
149.0,97698.0
150.0,97700.0
150.0,97702.0
150.0,97704.0
149.0,97706.0
148.0,97708.0
147.0,97710.0
147.0,97712.0
146.0,97714.0
146.0,97716.0
146.0,97718.0
146.0,97720.0
147.0,97722.0
148.0,97724.0
148.0,97726.0
149.0,97728.0
150.0,97730.0
151.0,97732.0
151.0,97734.0
151.0,97736.0
150.0,97738.0
149.0,97740.0
148.0,97742.0
148.0,97744.0
148.0,97746.0
148.0,97748.0
147.0,97750.0
147.0,97752.0
146.0,97754.0
145.0,97756.0
145.0,97758.0
144.0,97760.0
144.0,97762.0
144.0,97764.0
144.0,97766.0
144.0,97768.0
144.0,97770.0
144.0,97772.0
144.0,97774.0
144.0,97776.0
144.0,97778.0
144.0,97780.0
144.0,97782.0
143.0,97784.0
142.0,97786.0
142.0,97788.0
141.0,97790.0
141.0,97792.0
140.0,97794.0
139.0,97796.0
138.0,97798.0
137.0,97800.0
137.0,97802.0
138.0,97804.0
140.0,97806.0
141.0,97808.0
144.0,97810.0
147.0,97812.0
149.0,97814.0
149.0,97816.0
147.0,97818.0
145.0,97820.0
143.0,97822.0
141.0,97824.0
141.0,97826.0
141.0,97828.0
141.0,97830.0
140.0,97832.0
139.0,97834.0
140.0,97836.0
141.0,97838.0
142.0,97840.0
143.0,97842.0
144.0,97844.0
143.0,97846.0
141.0,97848.0
140.0,97850.0
139.0,97852.0
139.0,97854.0
140.0,97856.0
141.0,97858.0
142.0,97860.0
143.0,97862.0
143.0,97864.0
143.0,97866.0
142.0,97868.0
142.0,97870.0
141.0,97872.0
141.0,97874.0
142.0,97876.0
142.0,97878.0
143.0,97880.0
145.0,97882.0
146.0,97884.0
146.0,97886.0
146.0,97888.0
145.0,97890.0
144.0,97892.0
143.0,97894.0
144.0,98026.0
143.0,98028.0
142.0,98030.0
142.0,98032.0
142.0,98034.0
142.0,98036.0
143.0,98038.0
142.0,98040.0
141.0,98042.0
140.0,98044.0
140.0,98046.0
140.0,98048.0
140.0,98050.0
140.0,98052.0
140.0,98054.0
140.0,98056.0
141.0,98058.0
142.0,98060.0
144.0,98062.0
146.0,98064.0
147.0,98066.0
147.0,98068.0
148.0,98070.0
147.0,98072.0
148.0,98074.0
149.0,98076.0
150.0,98078.0
150.0,98080.0
151.0,98082.0
151.0,98084.0
150.0,98086.0
150.0,98088.0
150.0,98090.0
150.0,98092.0
151.0,98094.0
152.0,98096.0
153.0,98098.0
152.0,98100.0
151.0,98102.0
150.0,98104.0
149.0,98106.0
149.0,98108.0
150.0,98110.0
151.0,98112.0
151.0,98114.0
151.0,98116.0
149.0,98118.0
148.0,98120.0
147.0,98122.0
145.0,98124.0
143.0,98126.0
142.0,98128.0
141.0,98130.0
140.0,98132.0
139.0,98134.0
139.0,98136.0
138.0,98138.0
139.0,98140.0
139.0,98142.0
139.0,98144.0
139.0,98146.0
139.0,98148.0
138.0,98150.0
138.0,98152.0
138.0,98154.0
138.0,98156.0
138.0,98158.0
139.0,98160.0
140.0,98162.0
140.0,98164.0
140.0,98166.0
140.0,98168.0
140.0,98170.0
140.0,98172.0
141.0,98174.0
142.0,98176.0
143.0,98178.0
143.0,98180.0
144.0,98182.0
144.0,98184.0
145.0,98186.0
145.0,98188.0
145.0,98190.0
144.0,98192.0
144.0,98194.0
144.0,98196.0
143.0,98198.0
142.0,98200.0
141.0,98202.0
140.0,98204.0
140.0,98206.0
139.0,98208.0
140.0,98210.0
140.0,98212.0
140.0,98214.0
141.0,98216.0
142.0,98218.0
143.0,98220.0
143.0,98222.0
145.0,98224.0
146.0,98226.0
147.0,98228.0
147.0,98230.0
146.0,98232.0
146.0,98234.0
146.0,98236.0
146.0,98238.0
146.0,98240.0
146.0,98242.0
