HR,time
148.0,88038.0
148.0,88040.0
147.0,88042.0
146.0,88044.0
146.0,88046.0
145.0,88048.0
145.0,88050.0
144.0,88052.0
144.0,88054.0
144.0,88056.0
144.0,88058.0
144.0,88060.0
144.0,88062.0
144.0,88064.0
144.0,88066.0
144.0,88068.0
144.0,88070.0
144.0,88072.0
143.0,88074.0
142.0,88076.0
142.0,88078.0
141.0,88080.0
141.0,88082.0
141.0,88084.0
141.0,88086.0
142.0,88088.0
142.0,88090.0
143.0,88092.0
143.0,88094.0
143.0,88096.0
143.0,88098.0
144.0,88100.0
144.0,88102.0
144.0,88104.0
144.0,88106.0
144.0,88108.0
144.0,88110.0
144.0,88112.0
144.0,88114.0
144.0,88116.0
144.0,88118.0
145.0,88120.0
145.0,88122.0
145.0,88124.0
145.0,88126.0
144.0,88128.0
143.0,88130.0
144.0,88132.0
145.0,88134.0
146.0,88136.0
147.0,88138.0
148.0,88140.0
148.0,88142.0
148.0,88144.0
148.0,88146.0
149.0,88148.0
149.0,88150.0
149.0,88152.0
149.0,88154.0
149.0,88156.0
148.0,88158.0
147.0,88160.0
146.0,88162.0
145.0,88164.0
144.0,88166.0
144.0,88168.0
144.0,88170.0
144.0,88172.0
144.0,88174.0
144.0,88176.0
144.0,88178.0
145.0,88180.0
146.0,88182.0
147.0,88184.0
148.0,88186.0
148.0,88188.0
147.0,88190.0
147.0,88192.0
146.0,88194.0
145.0,88196.0
145.0,88198.0
144.0,88200.0
144.0,88202.0
144.0,88204.0
144.0,88206.0
144.0,88208.0
144.0,88210.0
144.0,88212.0
144.0,88214.0
144.0,88216.0
144.0,88218.0
144.0,88220.0
144.0,88222.0
144.0,88224.0
144.0,88226.0
144.0,88228.0
144.0,88230.0
144.0,88232.0
144.0,88234.0
144.0,88236.0
143.0,88238.0
142.0,88240.0
142.0,88242.0
142.0,88244.0
143.0,88246.0
143.0,88248.0
143.0,88250.0
143.0,88252.0
142.0,88254.0
142.0,88256.0
142.0,88258.0
142.0,88260.0
142.0,88262.0
143.0,88264.0
143.0,88266.0
143.0,88268.0
143.0,88270.0
143.0,88272.0
143.0,88274.0
143.0,88276.0
143.0,88278.0
143.0,88280.0
143.0,88282.0
143.0,88284.0
143.0,88286.0
143.0,88288.0
143.0,88290.0
143.0,88292.0
143.0,88294.0
144.0,88296.0
144.0,88298.0
145.0,88300.0
147.0,88302.0
147.0,88304.0
148.0,88306.0
147.0,88308.0
147.0,88310.0
146.0,88312.0
146.0,88314.0
146.0,88316.0
146.0,88318.0
146.0,88320.0
146.0,88322.0
146.0,88324.0
146.0,88326.0
146.0,88328.0
146.0,88330.0
146.0,88332.0
146.0,88334.0
146.0,88336.0
146.0,88338.0
146.0,88340.0
146.0,88342.0
145.0,88344.0
145.0,88346.0
145.0,88348.0
145.0,88350.0
145.0,88352.0
145.0,88354.0
143.0,88356.0
143.0,88358.0
143.0,88360.0
144.0,88362.0
144.0,88364.0
145.0,88366.0
145.0,88368.0
145.0,88370.0
147.0,88372.0
148.0,88374.0
149.0,88376.0
150.0,88378.0
151.0,88380.0
151.0,88382.0
151.0,88384.0
150.0,88386.0
149.0,88388.0
148.0,88390.0
146.0,88392.0
146.0,88394.0
145.0,88396.0
144.0,88398.0
143.0,88400.0
142.0,88402.0
143.0,88404.0
143.0,88406.0
144.0,88408.0
144.0,88410.0
144.0,88412.0
144.0,88414.0
144.0,88416.0
144.0,88418.0
144.0,88420.0
144.0,88422.0
144.0,88424.0
144.0,88426.0
144.0,88428.0
143.0,88430.0
142.0,88432.0
142.0,88434.0
141.0,88436.0
141.0,88438.0
142.0,88440.0
142.0,88442.0
142.0,88444.0
143.0,88446.0
143.0,88448.0
144.0,88450.0
144.0,88452.0
144.0,88454.0
144.0,88456.0
144.0,88458.0
145.0,88460.0
145.0,88462.0
145.0,88464.0
146.0,88466.0
147.0,88468.0
148.0,88470.0
149.0,88472.0
150.0,88474.0
150.0,88476.0
150.0,88478.0
149.0,88480.0
148.0,88482.0
146.0,88484.0
146.0,88486.0
145.0,88488.0
145.0,88490.0
145.0,88492.0
145.0,88494.0
145.0,88496.0
145.0,88498.0
145.0,88500.0
145.0,88502.0
144.0,88504.0
144.0,88506.0
144.0,88508.0
144.0,88510.0
144.0,88512.0
143.0,88514.0
143.0,88516.0
142.0,88518.0
142.0,88520.0
141.0,88522.0
141.0,88524.0
141.0,88526.0
142.0,88528.0
143.0,88530.0
145.0,88532.0
145.0,88534.0
143.0,88536.0
142.0,88538.0
142.0,88540.0
142.0,88542.0
142.0,88544.0
142.0,88546.0
142.0,88548.0
142.0,88550.0
142.0,88552.0
142.0,88554.0
142.0,88556.0
142.0,88558.0
141.0,88560.0
141.0,88562.0
141.0,88564.0
141.0,88566.0
141.0,88568.0
141.0,88570.0
141.0,88572.0
142.0,88574.0
142.0,88576.0
142.0,88578.0
143.0,88580.0
143.0,88582.0
143.0,88584.0
142.0,88586.0
142.0,88588.0
142.0,88590.0
142.0,88592.0
143.0,88594.0
143.0,88596.0
143.0,88598.0
143.0,88600.0
143.0,88602.0
143.0,88604.0
143.0,88606.0
143.0,88608.0
143.0,88610.0
143.0,88612.0
142.0,88614.0
142.0,88616.0
141.0,88618.0
141.0,88620.0
141.0,88622.0
141.0,88624.0
142.0,88626.0
142.0,88628.0
143.0,88630.0
143.0,88632.0
143.0,88634.0
143.0,88636.0
143.0,88638.0
143.0,88640.0
143.0,88642.0
143.0,88644.0
143.0,88646.0
143.0,88648.0
143.0,88650.0
143.0,88652.0
144.0,88654.0
144.0,88656.0
145.0,88658.0
145.0,88660.0
145.0,88662.0
143.0,88664.0
142.0,88666.0
142.0,88668.0
143.0,88670.0
144.0,88672.0
144.0,88674.0
144.0,88676.0
145.0,88678.0
146.0,88680.0
147.0,88682.0
147.0,88684.0
146.0,88686.0
146.0,88688.0
145.0,88690.0
144.0,88692.0
143.0,88694.0
142.0,88696.0
142.0,88698.0
141.0,88700.0
140.0,88702.0
139.0,88704.0
139.0,88706.0
140.0,88708.0
141.0,88710.0
142.0,88712.0
142.0,88714.0
142.0,88716.0
143.0,88718.0
143.0,88720.0
144.0,88722.0
144.0,88724.0
145.0,88726.0
145.0,88728.0
145.0,88730.0
145.0,88732.0
144.0,88734.0
144.0,88736.0
144.0,88738.0
144.0,88740.0
144.0,88742.0
145.0,88744.0
146.0,88746.0
147.0,88748.0
148.0,88750.0
147.0,88752.0
147.0,88754.0
146.0,88756.0
146.0,88758.0
146.0,88760.0
145.0,88762.0
144.0,88764.0
144.0,88766.0
144.0,88768.0
146.0,88770.0
148.0,88772.0
149.0,88774.0
150.0,88776.0
150.0,88778.0
150.0,88780.0
150.0,88782.0
151.0,88784.0
151.0,88786.0
151.0,88788.0
150.0,88790.0
150.0,88792.0
150.0,88794.0
150.0,88796.0
150.0,88798.0
150.0,88800.0
150.0,88802.0
149.0,88804.0
148.0,88806.0
146.0,88808.0
144.0,88810.0
144.0,88812.0
144.0,88814.0
144.0,88816.0
144.0,88818.0
144.0,88820.0
144.0,88822.0
144.0,88824.0
144.0,88826.0
145.0,88828.0
145.0,88830.0
145.0,88832.0
145.0,88834.0
145.0,88836.0
145.0,88838.0
145.0,88840.0
145.0,88842.0
145.0,88844.0
144.0,88846.0
144.0,88848.0
143.0,88850.0
142.0,88852.0
142.0,88854.0
142.0,88856.0
143.0,88858.0
143.0,88860.0
143.0,88862.0
144.0,88864.0
146.0,88866.0
147.0,88868.0
147.0,88870.0
147.0,88872.0
146.0,88874.0
145.0,88876.0
145.0,88878.0
145.0,88880.0
145.0,88882.0
145.0,88884.0
145.0,88886.0
145.0,88888.0
145.0,88890.0
145.0,88892.0
145.0,88894.0
144.0,88896.0
143.0,88898.0
143.0,88900.0
144.0,88902.0
144.0,88904.0
145.0,88906.0
145.0,88908.0
144.0,88910.0
144.0,88912.0
144.0,88914.0
145.0,88916.0
145.0,88918.0
145.0,88920.0
145.0,88922.0
145.0,88924.0
145.0,88926.0
145.0,88928.0
145.0,88930.0
145.0,88932.0
145.0,88934.0
145.0,88936.0
144.0,88938.0
142.0,88940.0
141.0,88942.0
141.0,88944.0
141.0,88946.0
143.0,88948.0
144.0,88950.0
146.0,88952.0
148.0,88954.0
149.0,88956.0
150.0,88958.0
151.0,88960.0
151.0,88962.0
152.0,88964.0
152.0,88966.0
151.0,88968.0
151.0,88970.0
151.0,88972.0
151.0,88974.0
150.0,88976.0
150.0,88978.0
150.0,88980.0
150.0,88982.0
150.0,88984.0
149.0,88986.0
148.0,88988.0
147.0,88990.0
146.0,88992.0
145.0,88994.0
145.0,88996.0
146.0,88998.0
147.0,89000.0
148.0,89002.0
149.0,89004.0
150.0,89006.0
150.0,89008.0
150.0,89010.0
150.0,89012.0
149.0,89014.0
148.0,89016.0
147.0,89018.0
148.0,89020.0
148.0,89022.0
148.0,89024.0
149.0,89026.0
149.0,89028.0
149.0,89030.0
150.0,89032.0
150.0,89034.0
151.0,89036.0
151.0,89038.0
151.0,89040.0
150.0,89042.0
148.0,89044.0
147.0,89046.0
146.0,89048.0
145.0,89050.0
145.0,89052.0
144.0,89054.0
144.0,89056.0
144.0,89058.0
144.0,89060.0
145.0,89062.0
146.0,89064.0
147.0,89066.0
148.0,89068.0
148.0,89070.0
148.0,89072.0
147.0,89074.0
146.0,89076.0
145.0,89078.0
145.0,89080.0
144.0,89082.0
144.0,89084.0
143.0,89086.0
143.0,89088.0
142.0,89090.0
142.0,89092.0
142.0,89094.0
143.0,89096.0
143.0,89098.0
143.0,89100.0
144.0,89102.0
146.0,89104.0
147.0,89106.0
146.0,89108.0
146.0,89110.0
146.0,89112.0
146.0,89114.0
146.0,89116.0
145.0,89118.0
145.0,89120.0
144.0,89122.0
144.0,89124.0
144.0,89126.0
144.0,89128.0
145.0,89130.0
145.0,89132.0
145.0,89134.0
144.0,89136.0
144.0,89138.0
143.0,89140.0
143.0,89142.0
143.0,89144.0
144.0,89146.0
144.0,89148.0
144.0,89150.0
144.0,89152.0
144.0,89154.0
143.0,89156.0
142.0,89158.0
141.0,89160.0
140.0,89162.0
139.0,89164.0
139.0,89166.0
140.0,89168.0
141.0,89170.0
142.0,89172.0
142.0,89174.0
142.0,89176.0
143.0,89178.0
144.0,89180.0
144.0,89182.0
144.0,89184.0
144.0,89186.0
143.0,89188.0
142.0,89190.0
142.0,89192.0
142.0,89194.0
142.0,89196.0
142.0,89198.0
142.0,89200.0
141.0,89202.0
140.0,89204.0
140.0,89206.0
139.0,89208.0
139.0,89210.0
138.0,89212.0
138.0,89214.0
138.0,89216.0
138.0,89218.0
138.0,89220.0
138.0,89222.0
138.0,89224.0
138.0,89226.0
138.0,89228.0
138.0,89230.0
138.0,89232.0
138.0,89234.0
139.0,89236.0
139.0,89238.0
139.0,89240.0
140.0,89242.0
140.0,89244.0
140.0,89246.0
140.0,89248.0
140.0,89250.0
140.0,89252.0
141.0,89254.0
142.0,89256.0
142.0,89258.0
143.0,89260.0
143.0,89262.0
143.0,89264.0
143.0,89266.0
142.0,89268.0
142.0,89270.0
142.0,89272.0
143.0,89274.0
142.0,89276.0
142.0,89278.0
142.0,89280.0
142.0,89282.0
142.0,89284.0
143.0,89286.0
143.0,89288.0
144.0,89290.0
146.0,89292.0
147.0,89294.0
148.0,89296.0
149.0,89298.0
150.0,89300.0
150.0,89302.0
148.0,89304.0
147.0,89306.0
146.0,89308.0
146.0,89310.0
147.0,89312.0
147.0,89314.0
147.0,89316.0
146.0,89318.0
146.0,89320.0
146.0,89322.0
146.0,89324.0
145.0,89326.0
145.0,89328.0
144.0,89330.0
143.0,89332.0
142.0,89334.0
142.0,89336.0
141.0,89338.0
140.0,89340.0
140.0,89342.0
139.0,89344.0
139.0,89346.0
138.0,89348.0
139.0,89350.0
139.0,89352.0
140.0,89354.0
140.0,89356.0
140.0,89358.0
140.0,89360.0
140.0,89362.0
140.0,89364.0
141.0,89366.0
141.0,89368.0
141.0,89370.0
140.0,89372.0
139.0,89374.0
139.0,89376.0
139.0,89378.0
140.0,89380.0
142.0,89382.0
144.0,89384.0
146.0,89386.0
147.0,89388.0
149.0,89390.0
150.0,89392.0
150.0,89394.0
149.0,89396.0
148.0,89398.0
147.0,89400.0
147.0,89402.0
148.0,89404.0
148.0,89406.0
148.0,89408.0
147.0,89410.0
147.0,89412.0
148.0,89414.0
149.0,89416.0
150.0,89418.0
151.0,89420.0
152.0,89422.0
153.0,89424.0
154.0,89426.0
154.0,89428.0
153.0,89430.0
152.0,89432.0
151.0,89434.0
151.0,89436.0
150.0,89438.0
150.0,89440.0
150.0,89442.0
149.0,89444.0
148.0,89446.0
147.0,89448.0
146.0,89450.0
146.0,89452.0
145.0,89454.0
145.0,89456.0
145.0,89458.0
145.0,89460.0
145.0,89462.0
145.0,89464.0
146.0,89466.0
147.0,89468.0
146.0,89470.0
144.0,89472.0
143.0,89474.0
143.0,89476.0
143.0,89478.0
145.0,89480.0
146.0,89482.0
148.0,89484.0
149.0,89486.0
151.0,89488.0
152.0,89490.0
153.0,89492.0
154.0,89494.0
154.0,89496.0
155.0,89498.0
156.0,89500.0
157.0,89502.0
157.0,89504.0
157.0,89506.0
155.0,89508.0
153.0,89510.0
153.0,89512.0
153.0,89514.0
153.0,89516.0
153.0,89518.0
154.0,89520.0
155.0,89522.0
156.0,89524.0
158.0,89526.0
159.0,89528.0
160.0,89530.0
162.0,89532.0
163.0,89534.0
164.0,89536.0
165.0,89538.0
165.0,89540.0
164.0,89542.0
164.0,89544.0
164.0,89546.0
165.0,89548.0
165.0,89550.0
166.0,89552.0
166.0,89554.0
166.0,89556.0
167.0,89558.0
167.0,89560.0
167.0,89562.0
167.0,89564.0
167.0,89566.0
167.0,89568.0
166.0,89570.0
163.0,89572.0
161.0,89574.0
159.0,89576.0
159.0,89578.0
160.0,89580.0
160.0,89582.0
160.0,89584.0
162.0,89586.0
163.0,89588.0
165.0,89590.0
167.0,89592.0
168.0,89594.0
169.0,89596.0
170.0,89598.0
171.0,89600.0
172.0,89602.0
172.0,89604.0
172.0,89606.0
172.0,89608.0
171.0,89610.0
171.0,89612.0
171.0,89614.0
171.0,89616.0
172.0,89618.0
172.0,89620.0
172.0,89622.0
171.0,89624.0
171.0,89626.0
171.0,89628.0
171.0,89630.0
170.0,89632.0
166.0,89634.0
163.0,89636.0
162.0,89638.0
162.0,89640.0
162.0,89642.0
162.0,89644.0
162.0,89646.0
162.0,89648.0
162.0,89650.0
162.0,89652.0
162.0,89654.0
162.0,89656.0
162.0,89658.0
161.0,89660.0
159.0,89662.0
157.0,89664.0
156.0,89666.0
154.0,89668.0
153.0,89670.0
152.0,89672.0
152.0,89674.0
154.0,89676.0
156.0,89678.0
158.0,89680.0
159.0,89682.0
159.0,89684.0
156.0,89686.0
155.0,89688.0
154.0,89690.0
155.0,89692.0
154.0,89694.0
154.0,89696.0
154.0,89698.0
155.0,89700.0
156.0,89702.0
158.0,89704.0
159.0,89706.0
160.0,89708.0
161.0,89710.0
161.0,89712.0
160.0,89714.0
160.0,89716.0
159.0,89718.0
158.0,89720.0
157.0,89722.0
158.0,89724.0
159.0,89726.0
160.0,89728.0
161.0,89730.0
160.0,89732.0
158.0,89734.0
156.0,89736.0
154.0,89738.0
154.0,89740.0
153.0,89742.0
153.0,89744.0
153.0,89746.0
153.0,89748.0
152.0,89750.0
151.0,89752.0
151.0,89754.0
150.0,89756.0
150.0,89758.0
150.0,89760.0
149.0,89762.0
149.0,89764.0
149.0,89766.0
149.0,89768.0
149.0,89770.0
149.0,89772.0
149.0,89774.0
149.0,89776.0
150.0,89778.0
150.0,89780.0
151.0,89782.0
151.0,89784.0
152.0,89786.0
152.0,89788.0
152.0,89790.0
152.0,89792.0
151.0,89794.0
150.0,89796.0
149.0,89798.0
149.0,89800.0
150.0,89802.0
151.0,89804.0
150.0,89806.0
150.0,89808.0
149.0,89810.0
148.0,89812.0
147.0,89814.0
146.0,89816.0
144.0,89818.0
144.0,89820.0
144.0,89822.0
144.0,89824.0
145.0,89826.0
146.0,89828.0
147.0,89830.0
148.0,89832.0
149.0,89834.0
150.0,89836.0
150.0,89838.0
149.0,89840.0
148.0,89842.0
146.0,89844.0
144.0,89846.0
144.0,89848.0
144.0,89850.0
145.0,89852.0
146.0,89854.0
147.0,89856.0
148.0,89858.0
148.0,89860.0
149.0,89862.0
149.0,89864.0
149.0,89866.0
149.0,89868.0
149.0,89870.0
150.0,89872.0
151.0,89874.0
152.0,89876.0
153.0,89878.0
153.0,89880.0
154.0,89882.0
153.0,89884.0
154.0,89886.0
154.0,89888.0
155.0,89890.0
157.0,89892.0
157.0,89894.0
158.0,89896.0
158.0,89898.0
159.0,89900.0
159.0,89902.0
159.0,89904.0
159.0,89906.0
160.0,89908.0
161.0,89910.0
161.0,89912.0
159.0,89914.0
156.0,89916.0
155.0,89918.0
154.0,89920.0
154.0,89922.0
153.0,89924.0
154.0,89926.0
153.0,89928.0
153.0,89930.0
152.0,89932.0
152.0,89934.0
150.0,89936.0
149.0,89938.0
149.0,89940.0
150.0,89942.0
151.0,89944.0
152.0,89946.0
153.0,89948.0
153.0,89950.0
154.0,89952.0
154.0,89954.0
156.0,89956.0
157.0,89958.0
159.0,89960.0
160.0,89962.0
161.0,89964.0
161.0,89966.0
161.0,89968.0
162.0,89970.0
162.0,89972.0
161.0,89974.0
161.0,89976.0
160.0,89978.0
160.0,89980.0
160.0,89982.0
160.0,89984.0
159.0,89986.0
158.0,89988.0
156.0,89990.0
155.0,89992.0
153.0,89994.0
152.0,89996.0
150.0,89998.0
148.0,90000.0
147.0,90002.0
146.0,90004.0
145.0,90006.0
145.0,90008.0
145.0,90010.0
145.0,90012.0
146.0,90014.0
147.0,90016.0
148.0,90018.0
148.0,90020.0
149.0,90022.0
149.0,90024.0
150.0,90026.0
151.0,90028.0
153.0,90030.0
153.0,90032.0
152.0,90034.0
150.0,90036.0
149.0,90038.0
148.0,90040.0
147.0,90042.0
147.0,90044.0
146.0,90046.0
146.0,90048.0
145.0,90050.0
144.0,90052.0
144.0,90054.0
144.0,90056.0
145.0,90058.0
145.0,90060.0
145.0,90062.0
145.0,90064.0
145.0,90066.0
145.0,90068.0
146.0,90070.0
147.0,90072.0
148.0,90074.0
148.0,90076.0
149.0,90078.0
150.0,90080.0
150.0,90082.0
151.0,90084.0
150.0,90086.0
150.0,90088.0
150.0,90090.0
150.0,90092.0
150.0,90094.0
151.0,90096.0
150.0,90098.0
150.0,90100.0
150.0,90102.0
150.0,90104.0
148.0,90106.0
147.0,90108.0
145.0,90110.0
144.0,90112.0
143.0,90114.0
143.0,90116.0
143.0,90118.0
144.0,90120.0
144.0,90122.0
144.0,90124.0
144.0,90126.0
144.0,90128.0
144.0,90130.0
144.0,90132.0
144.0,90134.0
146.0,90136.0
148.0,90138.0
149.0,90140.0
149.0,90142.0
149.0,90144.0
149.0,90146.0
149.0,90148.0
149.0,90150.0
149.0,90152.0
149.0,90154.0
149.0,90156.0
149.0,90158.0
149.0,90160.0
149.0,90162.0
149.0,90164.0
149.0,90166.0
149.0,90168.0
149.0,90170.0
148.0,90172.0
147.0,90174.0
146.0,90176.0
145.0,90178.0
145.0,90180.0
145.0,90182.0
145.0,90184.0
145.0,90186.0
145.0,90188.0
145.0,90190.0
145.0,90192.0
146.0,90194.0
148.0,90196.0
149.0,90198.0
149.0,90200.0
148.0,90202.0
147.0,90204.0
145.0,90206.0
144.0,90208.0
144.0,90210.0
144.0,90212.0
144.0,90214.0
145.0,90216.0
145.0,90218.0
144.0,90220.0
145.0,90222.0
147.0,90224.0
150.0,90226.0
151.0,90228.0
152.0,90230.0
153.0,90232.0
154.0,90234.0
153.0,90236.0
153.0,90238.0
154.0,90240.0
154.0,90242.0
154.0,90244.0
154.0,90246.0
153.0,90248.0
153.0,90250.0
153.0,90252.0
153.0,90254.0
153.0,90256.0
153.0,90258.0
152.0,90260.0
151.0,90262.0
150.0,90264.0
148.0,90266.0
147.0,90268.0
146.0,90270.0
146.0,90272.0
146.0,90274.0
145.0,90276.0
145.0,90278.0
144.0,90280.0
143.0,90282.0
143.0,90284.0
142.0,90286.0
142.0,90288.0
141.0,90290.0
141.0,90292.0
142.0,90294.0
142.0,90296.0
142.0,90298.0
142.0,90300.0
142.0,90302.0
141.0,90304.0
141.0,90306.0
141.0,90308.0
142.0,90310.0
142.0,90312.0
142.0,90314.0
141.0,90316.0
140.0,90318.0
140.0,90320.0
140.0,90322.0
140.0,90324.0
139.0,90326.0
137.0,90328.0
138.0,90330.0
139.0,90332.0
140.0,90334.0
141.0,90336.0
143.0,90338.0
143.0,90340.0
142.0,90342.0
142.0,90344.0
143.0,90346.0
144.0,90348.0
144.0,90350.0
144.0,90352.0
145.0,90354.0
146.0,90356.0
147.0,90358.0
149.0,90360.0
150.0,90362.0
150.0,90364.0
149.0,90366.0
147.0,90368.0
146.0,90370.0
146.0,90372.0
146.0,90374.0
146.0,90376.0
145.0,90378.0
144.0,90380.0
142.0,90382.0
142.0,90384.0
142.0,90386.0
142.0,90388.0
143.0,90390.0
143.0,90392.0
143.0,90394.0
143.0,90396.0
144.0,90398.0
146.0,90400.0
147.0,90402.0
147.0,90404.0
148.0,90406.0
147.0,90408.0
146.0,90410.0
145.0,90412.0
145.0,90414.0
144.0,90416.0
144.0,90418.0
144.0,90420.0
144.0,90422.0
144.0,90424.0
144.0,90426.0
144.0,90428.0
144.0,90430.0
144.0,90432.0
144.0,90434.0
144.0,90436.0
145.0,90438.0
145.0,90440.0
144.0,90442.0
144.0,90444.0
144.0,90446.0
144.0,90448.0
144.0,90450.0
144.0,90452.0
144.0,90454.0
144.0,90456.0
144.0,90458.0
144.0,90460.0
144.0,90462.0
143.0,90464.0
142.0,90466.0
142.0,90468.0
141.0,90470.0
141.0,90472.0
141.0,90474.0
142.0,90476.0
142.0,90478.0
143.0,90480.0
144.0,90482.0
144.0,90484.0
144.0,90486.0
144.0,90488.0
144.0,90490.0
144.0,90492.0
144.0,90494.0
144.0,90496.0
144.0,90498.0
144.0,90500.0
144.0,90502.0
145.0,90504.0
145.0,90506.0
145.0,90508.0
145.0,90510.0
145.0,90512.0
147.0,90514.0
147.0,90516.0
148.0,90518.0
148.0,90520.0
147.0,90522.0
145.0,90524.0
143.0,90526.0
142.0,90528.0
142.0,90530.0
144.0,90532.0
146.0,90534.0
147.0,90536.0
147.0,90538.0
147.0,90540.0
147.0,90542.0
146.0,90544.0
145.0,90546.0
145.0,90548.0
144.0,90550.0
145.0,90552.0
145.0,90554.0
145.0,90556.0
146.0,90558.0
148.0,90560.0
149.0,90562.0
150.0,90564.0
150.0,90566.0
150.0,90568.0
151.0,90570.0
151.0,90572.0
152.0,90574.0
152.0,90576.0
152.0,90578.0
151.0,90580.0
149.0,90582.0
148.0,90584.0
147.0,90586.0
147.0,90588.0
146.0,90590.0
145.0,90592.0
145.0,90594.0
144.0,90596.0
144.0,90598.0
144.0,90600.0
144.0,90602.0
144.0,90604.0
144.0,90606.0
144.0,90608.0
144.0,90610.0
144.0,90612.0
144.0,90614.0
144.0,90616.0
144.0,90618.0
144.0,90620.0
144.0,90622.0
144.0,90624.0
143.0,90626.0
142.0,90628.0
141.0,90630.0
140.0,90632.0
139.0,90634.0
139.0,90636.0
138.0,90638.0
139.0,90640.0
140.0,90642.0
141.0,90644.0
143.0,90646.0
144.0,90648.0
144.0,90650.0
144.0,90652.0
144.0,90654.0
144.0,90656.0
143.0,90658.0
143.0,90660.0
143.0,90662.0
143.0,90664.0
143.0,90666.0
143.0,90668.0
143.0,90670.0
143.0,90672.0
143.0,90674.0
143.0,90676.0
143.0,90678.0
143.0,90680.0
144.0,90682.0
144.0,90684.0
144.0,90686.0
144.0,90688.0
144.0,90690.0
144.0,90692.0
143.0,90694.0
142.0,90696.0
142.0,90698.0
142.0,90700.0
142.0,90702.0
142.0,90704.0
143.0,90706.0
144.0,90708.0
144.0,90710.0
144.0,90712.0
145.0,90714.0
145.0,90716.0
144.0,90718.0
144.0,90720.0
144.0,90722.0
144.0,90724.0
143.0,90726.0
142.0,90728.0
142.0,90730.0
142.0,90732.0
143.0,90734.0
144.0,90736.0
144.0,90738.0
144.0,90740.0
146.0,90742.0
147.0,90744.0
149.0,90746.0
150.0,90748.0
150.0,90750.0
150.0,90752.0
150.0,90754.0
150.0,90756.0
149.0,90758.0
148.0,90760.0
147.0,90762.0
145.0,90764.0
144.0,90766.0
143.0,90768.0
143.0,90770.0
143.0,90772.0
143.0,90774.0
143.0,90776.0
143.0,90778.0
144.0,90780.0
144.0,90782.0
144.0,90784.0
144.0,90786.0
145.0,90788.0
145.0,90790.0
145.0,90792.0
145.0,90794.0
145.0,90796.0
145.0,90798.0
145.0,90800.0
144.0,90802.0
144.0,90804.0
143.0,90806.0
142.0,90808.0
142.0,90810.0
140.0,90812.0
140.0,90814.0
140.0,90816.0
140.0,90818.0
140.0,90820.0
140.0,90822.0
140.0,90824.0
141.0,90826.0
142.0,90828.0
142.0,90830.0
142.0,90832.0
143.0,90834.0
143.0,90836.0
143.0,90838.0
143.0,90840.0
143.0,90842.0
143.0,90844.0
143.0,90846.0
144.0,90848.0
144.0,90850.0
144.0,90852.0
143.0,90854.0
142.0,90856.0
142.0,90858.0
142.0,90860.0
141.0,90862.0
140.0,90864.0
139.0,90866.0
139.0,90868.0
139.0,90870.0
138.0,90872.0
138.0,90874.0
138.0,90876.0
138.0,90878.0
138.0,90880.0
138.0,90882.0
139.0,90884.0
140.0,90886.0
141.0,90888.0
